Geographic_ area,Indicator,Sex,Time period,Observation Value,Unit of measure of deaths,,,Lower Bound,Upper Bound
Zimbabwe,CME_MRY10T19: Mortality rate age 10-19,Female,2015,16.52020941,"D_PER_1000_10: Deaths per 1,000 children aged 10",,,,
Zimbabwe,CME_MRY15T19: Mortality rate age 15-19,Female,2015,8.938612945,"D_PER_1000_15: Deaths per 1,000 youths aged 15",,,,
Zimbabwe,CME_MRY15T24: Mortality rate age 15-24,Female,2015,24.85851223,"D_PER_1000_15: Deaths per 1,000 youths aged 15",,,,
Zimbabwe,CME_MRY1T4: Child mortality rate (aged 1-4 years),Female,2015,18.36574612,"D_PER_1000_1: Deaths per 1,000 children aged 1",,,,
Zimbabwe,CME_MRY20T24: Mortality rate age 20-24,Female,2015,16.06348455,"D_PER_1000_20: Deaths per 1,000 children aged 20",,,,
Zimbabwe,CME_MRY5T14: Mortality rate (children aged 5 to 14 years),Female,2015,13.10225749,"D_PER_1000_5: Deaths per 1,000 children aged 5",,,,
Zimbabwe,CME_MRY5T24: Mortality rate age 5-24,Female,2015,37.63506709,"D_PER_1000_5: Deaths per 1,000 children aged 5",,,,
Zimbabwe,CME_MRY5T9: Mortality rate age 5-9,Female,2015,5.494312202,"D_PER_1000_5: Deaths per 1,000 children aged 5",,,,
Zimbabwe,CME_TMY0: Infant deaths,Female,2015,8909,D: Number of deaths,,,,
Zimbabwe,CME_TMY0T4: Under-five deaths,Female,2015,13158,D: Number of deaths,,,,
Zimbabwe,CME_TMY10T14: Deaths aged 10 to 14,Female,2015,1438,D: Number of deaths,,,,
Zimbabwe,CME_TMY10T19: Deaths aged 10 to 19,Female,2015,2904,D: Number of deaths,,,,
Zimbabwe,CME_TMY15T19: Deaths aged 15 to 19,Female,2015,1466,D: Number of deaths,,,,
Zimbabwe,CME_TMY15T24: Deaths aged 15 to 24,Female,2015,3661,D: Number of deaths,,,,
Zimbabwe,CME_TMY1T4: Child deaths (aged 1-4 years),Female,2015,4249,D: Number of deaths,,,,
Zimbabwe,CME_TMY20T24: Deaths aged 20 to 24,Female,2015,2195,D: Number of deaths,,,,
Zimbabwe,CME_TMY5T14: Deaths (children aged 5-14),Female,2015,2525,D: Number of deaths,,,,
Zimbabwe,CME_TMY5T24: Deaths aged 5 to 24,Female,2015,6186,D: Number of deaths,,,,
Zimbabwe,CME_TMY5T9: Deaths aged 5 to 9,Female,2015,1087,D: Number of deaths,,,,
Zimbabwe,ED_ROFST_L3_ADM: Out-of-school rate for youth of upper secondary school age (administrative data),Female,2015,45.02828,PCNT: %,,,,
Zimbabwe,GN_ANEMIA_ADOL_GRL: adolescent girls with any anaemia,Female,2015,26.5,PCNT: %,,,,
Zimbabwe,GN_STUNT_ADOL_GRL: stunting among adolescent girls,Female,2015,1.4,PCNT: %,,,,
Zimbabwe,HVA_ADOL_ART_RECEIVE: Reported number of adolescents receiving ART,Female,2015,24000,NUMBER: Number,,,,
Zimbabwe,HVA_ADOL_ART_RECEIVE_LIVING_HIV: Per cent of adolescents living with HIV receiving ART,Female,2015,45.1,PCNT: %,,,,
Zimbabwe,HVA_EPI_DTH_ANN_0-19: Estimated number of annual AIDS-related deaths (children aged 0-19 years),Female,2015,3700,NUMBER: Number,,,,
Zimbabwe,HVA_EPI_DTH_ANN_15-24: Estimated number of annual AIDS-related deaths (adolescents and young people aged 15-24 years),Female,2015,1700,NUMBER: Number,,,,
Zimbabwe,"HVA_EPI_DTH_RT: Estimated rate of annual AIDS-related deaths (per 100,000 population)",Female,2015,88.44,"RATE_100000: Rate per 100,000 of Population",,,,
Zimbabwe,"HVA_EPI_DTH_RT_0-14: Estimated rate of annual AIDS-related deaths (per 100,000 population, children aged 0-14 years)",Female,2015,104.73,"RATE_100000: Rate per 100,000 of Population",,,,
Zimbabwe,"HVA_EPI_DTH_RT_10-19: Estimated rate of annual AIDS-related deaths (per 100,000 population, adolescents aged 10-19 years)",Female,2015,94.81,"RATE_100000: Rate per 100,000 of Population",,,,
Zimbabwe,HVA_EPI_INF_ANN_0-19: Estimated number of new HIV infections (children aged 0-19 years),Female,2015,9600,NUMBER: Number,,,,
Zimbabwe,HVA_EPI_INF_ANN_15-24: Estimated number of new HIV infections (adolescents and young people aged 15-24 years),Female,2015,12000,NUMBER: Number,,,,
Zimbabwe,"HVA_EPI_INF_RT: Estimated incidence rate (new HIV infection per 1,000 uninfected population)",Female,2015,7.65,"RATE_1000: Rate per 1,000 of Population",,,,
Zimbabwe,"HVA_EPI_INF_RT_0-14: Estimated incidence rate (new HIV infection per 1,000 uninfected population, children aged 0-14 years)",Female,2015,3.68,"RATE_1000: Rate per 1,000 of Population",,,,
Zimbabwe,HVA_EPI_LHIV_0-19: Estimated number of children (aged 0-19 years) living with HIV,Female,2015,100000,NUMBER: Number,,,,
Zimbabwe,HVA_EPI_LHIV_15-24: Estimated number of adolescents and young people (aged 15-24 years) living with HIV,Female,2015,110000,NUMBER: Number,,,,
Zimbabwe,"HVA_PREV_KNOW: Per cent of young people (aged 15-24 years) with comprehensive, correct knowledge of HIV",Female,2015,46.299999,PCNT: %,,,,
Zimbabwe,HVA_PREV_KNOW_TEST: Per cent of young people (aged 15-24 years) who know a place to get tested for HIV,Female,2015,90.199997,PCNT: %,,,,
Zimbabwe,HVA_PREV_TEST_RES: Per cent of young people (aged 15-24 years) who have ever been tested for HIV and received the result of the last test,Female,2015,62.700001,PCNT: %,,,,
 Nigeria,CME_MRY0: Infant mortality rate,Male,2015,85.93902145,"D_PER_1000_B: Deaths per 1,000 live births",,,,
 Nigeria,CME_MRY0T4: Under-five mortality rate,Male,2015,132.8531205,"D_PER_1000_B: Deaths per 1,000 live births",,,,
 Nigeria,CME_MRY10T14: Mortality rate age 10-14,Male,2015,7.929269728,"D_PER_1000_10: Deaths per 1,000 children aged 10",,,10.4,16.8
 Nigeria,CME_MRY10T19: Mortality rate age 10-19,Male,2015,17.51637283,"D_PER_1000_10: Deaths per 1,000 children aged 10",,,16.7,26.8
 Nigeria,CME_MRY15T19: Mortality rate age 15-19,Male,2015,9.663729417,"D_PER_1000_15: Deaths per 1,000 youths aged 15",,,21,33.9
 Nigeria,CME_MRY15T24: Mortality rate age 15-24,Male,2015,21.23307729,"D_PER_1000_15: Deaths per 1,000 youths aged 15",,,23,37.1
 Nigeria,CME_MRY1T4: Child mortality rate (aged 1-4 years),Male,2015,51.32011509,"D_PER_1000_1: Deaths per 1,000 children aged 1",,,28,45.1
 Nigeria,CME_MRY20T24: Mortality rate age 20-24,Male,2015,11.68224189,"D_PER_1000_20: Deaths per 1,000 children aged 20",,,36.9,59.5
 Nigeria,CME_MRY5T14: Mortality rate (children aged 5 to 14 years),Male,2015,22.95346936,"D_PER_1000_5: Deaths per 1,000 children aged 5",,,45.5,73.3
 Nigeria,CME_MRY5T24: Mortality rate age 5-24,Male,2015,43.69917385,"D_PER_1000_5: Deaths per 1,000 children aged 5",,,54.9,88.4
 Nigeria,CME_MRY5T9: Mortality rate age 5-9,Male,2015,15.14428273,"D_PER_1000_5: Deaths per 1,000 children aged 5",,,12.6,15.8
 Nigeria,CME_TMY0: Infant deaths,Male,2015,312087,D: Number of deaths,,,17.3,21.7
 Nigeria,CME_TMY0T4: Under-five deaths,Male,2015,478688,D: Number of deaths,,,21.7,27.2
 Nigeria,CME_TMY10T14: Deaths aged 10 to 14,Male,2015,18393,D: Number of deaths,,,27.2,34
 Nigeria,CME_TMY10T19: Deaths aged 10 to 19,Male,2015,36930,D: Number of deaths,,,32.6,40.8
 Nigeria,CME_TMY15T19: Deaths aged 15 to 19,Male,2015,18537,D: Number of deaths,,,41.4,51.8
 Nigeria,CME_TMY15T24: Deaths aged 15 to 24,Male,2015,37377,D: Number of deaths,,,52.2,65.4
 Nigeria,CME_TMY1T4: Child deaths (aged 1-4 years),Male,2015,166601,D: Number of deaths,,,61.3,76.8
 Nigeria,CME_TMY20T24: Deaths aged 20 to 24,Male,2015,18840,D: Number of deaths,,,11.4,16.1
 Nigeria,CME_TMY5T14: Deaths (children aged 5-14),Male,2015,60226,D: Number of deaths,,,17,24.1
 Nigeria,CME_TMY5T24: Deaths aged 5 to 24,Male,2015,97603,D: Number of deaths,,,21.4,30.3
 Nigeria,CME_TMY5T9: Deaths aged 5 to 9,Male,2015,41833,D: Number of deaths,,,24.8,35.1
 Nigeria,HVA_ADOL_ART_RECEIVE: Reported number of adolescents receiving ART,Male,2015,11000,NUMBER: Number,,,30,42.4
 Nigeria,HVA_ADOL_ART_RECEIVE_LIVING_HIV: Per cent of adolescents living with HIV receiving ART,Male,2015,21,PCNT: %,,,39,55.1
Zimbabwe,CME_MRY0: Infant mortality rate,Male,2015,46.3408553,"D_PER_1000_B: Deaths per 1,000 live births",,,48.5,68.6
Zimbabwe,CME_MRY0T4: Under-five mortality rate,Male,2015,65.08104765,"D_PER_1000_B: Deaths per 1,000 live births",,,57.8,81.8
Zimbabwe,CME_MRY10T14: Mortality rate age 10-14,Male,2015,7.482675355,"D_PER_1000_10: Deaths per 1,000 children aged 10",,,4900,13000
Zimbabwe,CME_MRY10T19: Mortality rate age 10-19,Male,2015,18.59954973,"D_PER_1000_10: Deaths per 1,000 children aged 10",,,4600,12000
Zimbabwe,CME_MRY15T19: Mortality rate age 15-19,Male,2015,11.20068547,"D_PER_1000_15: Deaths per 1,000 youths aged 15",,,4100,11000
Zimbabwe,CME_MRY15T24: Mortality rate age 15-24,Male,2015,27.55494427,"D_PER_1000_15: Deaths per 1,000 youths aged 15",,,3600,9600
Zimbabwe,CME_MRY1T4: Child mortality rate (aged 1-4 years),Male,2015,19.66050936,"D_PER_1000_1: Deaths per 1,000 children aged 1",,,3000,7700
Zimbabwe,CME_MRY20T24: Mortality rate age 20-24,Male,2015,16.53951268,"D_PER_1000_20: Deaths per 1,000 children aged 20",,,2500,6400
Zimbabwe,CME_MRY5T14: Mortality rate (children aged 5 to 14 years),Male,2015,13.6286413,"D_PER_1000_5: Deaths per 1,000 children aged 5",,,2300,5700
Zimbabwe,CME_MRY5T24: Mortality rate age 5-24,Male,2015,40.80804912,"D_PER_1000_5: Deaths per 1,000 children aged 5",,,2200,5400
Zimbabwe,CME_MRY5T9: Mortality rate age 5-9,Male,2015,6.192300925,"D_PER_1000_5: Deaths per 1,000 children aged 5",,,2000,4700
Zimbabwe,CME_TMY0: Infant deaths,Male,2015,11269,D: Number of deaths,,,1800,4400
Zimbabwe,CME_TMY0T4: Under-five deaths,Male,2015,15862,D: Number of deaths,,,5000,13000
Zimbabwe,CME_TMY10T14: Deaths aged 10 to 14,Male,2015,1354,D: Number of deaths,,,4700,12000
Zimbabwe,CME_TMY10T19: Deaths aged 10 to 19,Male,2015,3078,D: Number of deaths,,,4300,11000
Zimbabwe,CME_TMY15T19: Deaths aged 15 to 19,Male,2015,1724,D: Number of deaths,,,3800,9700
Zimbabwe,CME_TMY15T24: Deaths aged 15 to 24,Male,2015,3647,D: Number of deaths,,,3200,7800
Zimbabwe,CME_TMY1T4: Child deaths (aged 1-4 years),Male,2015,4593,D: Number of deaths,,,2700,6600
Zimbabwe,CME_TMY20T24: Deaths aged 20 to 24,Male,2015,1923,D: Number of deaths,,,2400,5700
Zimbabwe,CME_TMY5T14: Deaths (children aged 5-14),Male,2015,2555,D: Number of deaths,,,2300,5400
Zimbabwe,CME_TMY5T24: Deaths aged 5 to 24,Male,2015,6202,D: Number of deaths,,,2100,4700
Zimbabwe,CME_TMY5T9: Deaths aged 5 to 9,Male,2015,1201,D: Number of deaths,,,1900,4400
Zimbabwe,ED_ROFST_L3_ADM: Out-of-school rate for youth of upper secondary school age (administrative data),Male,2015,40.3382,PCNT: %,,,9900,26000
Zimbabwe,HVA_ADOL_ART_RECEIVE: Reported number of adolescents receiving ART,Male,2015,18000,NUMBER: Number,,,9300,24000
Zimbabwe,HVA_ADOL_ART_RECEIVE_LIVING_HIV: Per cent of adolescents living with HIV receiving ART,Male,2015,46.4,PCNT: %,,,8400,22000
Zimbabwe,HVA_EPI_DTH_ANN_0-19: Estimated number of annual AIDS-related deaths (children aged 0-19 years),Male,2015,3700,NUMBER: Number,,,7500,19000
Zimbabwe,HVA_EPI_DTH_ANN_15-24: Estimated number of annual AIDS-related deaths (adolescents and young people aged 15-24 years),Male,2015,1300,NUMBER: Number,,,6200,16000
Zimbabwe,"HVA_EPI_DTH_RT: Estimated rate of annual AIDS-related deaths (per 100,000 population)",Male,2015,88.57,"RATE_100000: Rate per 100,000 of Population",,,5300,13000
Zimbabwe,"HVA_EPI_DTH_RT_0-14: Estimated rate of annual AIDS-related deaths (per 100,000 population, children aged 0-14 years)",Male,2015,105.71,"RATE_100000: Rate per 100,000 of Population",,,4800,11000
Zimbabwe,"HVA_EPI_DTH_RT_10-19: Estimated rate of annual AIDS-related deaths (per 100,000 population, adolescents aged 10-19 years)",Male,2015,94.97,"RATE_100000: Rate per 100,000 of Population",,,4500,11000
Zimbabwe,HVA_EPI_INF_ANN_0-19: Estimated number of new HIV infections (children aged 0-19 years),Male,2015,5100,NUMBER: Number,,,4100,9400
Zimbabwe,HVA_EPI_INF_ANN_15-24: Estimated number of new HIV infections (adolescents and young people aged 15-24 years),Male,2015,4400,NUMBER: Number,,,3700,8700
Zimbabwe,"HVA_EPI_INF_RT: Estimated incidence rate (new HIV infection per 1,000 uninfected population)",Male,2015,1.25,"RATE_1000: Rate per 1,000 of Population",,,1800,3700
Zimbabwe,"HVA_EPI_INF_RT_0-14: Estimated incidence rate (new HIV infection per 1,000 uninfected population, children aged 0-14 years)",Male,2015,3.71,"RATE_1000: Rate per 1,000 of Population",,,1600,3300
Zimbabwe,HVA_EPI_LHIV_0-19: Estimated number of children (aged 0-19 years) living with HIV,Male,2015,87000,NUMBER: Number,,,1300,2800
Zimbabwe,HVA_EPI_LHIV_15-24: Estimated number of adolescents and young people (aged 15-24 years) living with HIV,Male,2015,55000,NUMBER: Number,,,1200,2400
Zimbabwe,"HVA_PREV_KNOW: Per cent of young people (aged 15-24 years) with comprehensive, correct knowledge of HIV",Male,2015,46.599998,PCNT: %,,,1100,2200
Zimbabwe,HVA_PREV_KNOW_TEST: Per cent of young people (aged 15-24 years) who know a place to get tested for HIV,Male,2015,90.599998,PCNT: %,,,1000,2100
Zimbabwe,HVA_PREV_TEST_RES: Per cent of young people (aged 15-24 years) who have ever been tested for HIV and received the result of the last test,Male,2015,45.299999,PCNT: %,,,1100,2300
 Nigeria,CME_MRM0: Neonatal mortality rate, Total,2016,36.95019336,"D_PER_1000_B: Deaths per 1,000 live births",,,1100,2300
 Nigeria,CME_MRM1T11: Mortality rate age 1-11 months, Total,2016,42.85619977,"D_PER_1000_1M: Deaths per 1,000 children aged 1 month",,,1100,2300
 Nigeria,CME_MRM1T59: Mortality rate 1-59 months, Total,2016,90.90965578,"D_PER_1000_1M: Deaths per 1,000 children aged 1 month",,,1100,2300
 Nigeria,CME_MRY0: Infant mortality rate, Total,2016,78.22284826,"D_PER_1000_B: Deaths per 1,000 live births",,,1100,1900
 Nigeria,CME_MRY0T4: Under-five mortality rate, Total,2016,124.5007198,"D_PER_1000_B: Deaths per 1,000 live births",,,1100,1900
 Nigeria,CME_MRY10T14: Mortality rate age 10-14, Total,2016,7.452618366,"D_PER_1000_10: Deaths per 1,000 children aged 10",,,1100,1800
 Nigeria,CME_MRY10T19: Mortality rate age 10-19, Total,2016,16.28582048,"D_PER_1000_10: Deaths per 1,000 children aged 10",,,1000,1700
 Nigeria,CME_MRY15T19: Mortality rate age 15-19, Total,2016,8.899526896,"D_PER_1000_15: Deaths per 1,000 youths aged 15",,,1000,1700
 Nigeria,CME_MRY15T24: Mortality rate age 15-24, Total,2016,20.21962601,"D_PER_1000_15: Deaths per 1,000 youths aged 15",,,1100,1800
 Nigeria,CME_MRY1T4: Child mortality rate (aged 1-4 years), Total,2016,50.20505383,"D_PER_1000_1: Deaths per 1,000 children aged 1",,,980,1600
 Nigeria,CME_MRY20T24: Mortality rate age 20-24, Total,2016,11.42174726,"D_PER_1000_20: Deaths per 1,000 children aged 20",,,970,1600
 Nigeria,CME_MRY5T14: Mortality rate (children aged 5 to 14 years), Total,2016,21.80503977,"D_PER_1000_5: Deaths per 1,000 children aged 5",,,980,1600
 Nigeria,CME_MRY5T24: Mortality rate age 5-24, Total,2016,41.58377603,"D_PER_1000_5: Deaths per 1,000 children aged 5",,,1000,1700
 Nigeria,CME_MRY5T9: Mortality rate age 5-9, Total,2016,14.46018766,"D_PER_1000_5: Deaths per 1,000 children aged 5",,,3100,5500
 Nigeria,CME_PND: Neonatal deaths as a percentage of under-five deaths, Total,2016,0.305204598,PCNT: %,,,2800,5000
 Nigeria,CME_SB: Stillbirths, Total,2016,176123,STILLBIRTHS: Number of stillbirths,,,2500,4400
 Nigeria,CME_SBR: Stillbirth rate, Total,2016,23.29599427,"SB_PER_1000_B: Stillbirths per 1,000 total births",,,2300,4100
 Nigeria,CME_TMM0: Neonatal deaths, Total,2016,272606,D: Number of deaths,,,2200,3900
 Nigeria,CME_TMM1T11: Deaths age 1-11 months, Total,2016,293241,D: Number of deaths,,,2200,3800
 Nigeria,CME_TMM1T59: Deaths age 1-59 months, Total,2016,620585,D: Number of deaths,,,2200,3800
 Nigeria,CME_TMY0: Infant deaths, Total,2016,565847,D: Number of deaths,,,2200,3900
 Nigeria,CME_TMY0T4: Under-five deaths, Total,2016,893191,D: Number of deaths,,,2200,3800
 Nigeria,CME_TMY10T14: Deaths aged 10 to 14, Total,2016,35048,D: Number of deaths,,,2200,4000
 Nigeria,CME_TMY10T19: Deaths aged 10 to 19, Total,2016,69693,D: Number of deaths,,,117.48,185.15
 Nigeria,CME_TMY15T19: Deaths aged 15 to 19, Total,2016,34645,D: Number of deaths,,,108.95,171.71
 Nigeria,CME_TMY15T24: Deaths aged 15 to 24, Total,2016,71971,D: Number of deaths,,,91.14,143.64
 Nigeria,CME_TMY1T4: Child deaths (aged 1-4 years), Total,2016,327344,D: Number of deaths,,,81.07,127.76
 Nigeria,CME_TMY20T24: Deaths aged 20 to 24, Total,2016,37326,D: Number of deaths,,,75.01,118.22
 Nigeria,CME_TMY5T14: Deaths (children aged 5-14), Total,2016,115845,D: Number of deaths,,,70.81,111.61
 Nigeria,CME_TMY5T24: Deaths aged 5 to 24, Total,2016,187816,D: Number of deaths,,,72.19,113.78
 Nigeria,CME_TMY5T9: Deaths aged 5 to 9, Total,2016,80797,D: Number of deaths,,,70.6,111.27
 Nigeria,HVA_ADOL_ART_RECEIVE: Reported number of adolescents receiving ART, Total,2016,33000,NUMBER: Number,,,67.41,106.24
 Nigeria,HVA_ADOL_ART_RECEIVE_LIVING_HIV: Per cent of adolescents living with HIV receiving ART, Total,2016,24.7,PCNT: %,,,66.27,104.45
 Nigeria,HVA_PMTCT_ARV_NUM: Reported number of pregnant woment living with HIV receiving anitretroviral treatments (ARVs) for prevention of mother to child transmission programmes (PMTCT), Total,2016,55200,NUMBER: Number,,,101.01,155.78
 Nigeria,IM_BCG: Percentage of live births who received bacille Calmette-Guerin (vaccine against tuberculosis), Total,2016,64,PCNT: %,,,97.2,149.9
 Nigeria,IM_DTP1: Percentage of surviving infants who received the first dose of DTP-containing vaccine, Total,2016,62,PCNT: %,,,91.51,141.13
 Nigeria,IM_DTP3: Percentage of surviving infants who received the third dose of DTP-containing vaccine, Total,2016,53,PCNT: %,,,85.36,131.63
 Nigeria,IM_HEPB3: Percentage of surviving infants who received the third dose of hep B-containing vaccine, Total,2016,53,PCNT: %,,,82.76,127.63
 Nigeria,IM_HEPBB: Percentage of live births who received hepatitis-B-containing vaccine within 24 hours of birth, Total,2016,30,PCNT: %,,,80.35,123.91
 Nigeria,IM_HIB3: Percentage of surviving infants who received the third dose of Hib-containing vaccine, Total,2016,53,PCNT: %,,,71.48,110.24
 Nigeria,IM_IPV1: Percentage of surviving infants who received the first dose of inactivated polio-containing vaccine, Total,2016,52,PCNT: %,,,69.18,106.69
 Nigeria,IM_MCV1: Percentage of surviving infants who received the first dose of measles-containing vaccine, Total,2016,48,PCNT: %,,,66.77,102.98
 Nigeria,IM_PCV3: Percentage of surviving infants who received the third dose of pneumococcal conjugate-containing vaccine (PCV), Total,2016,49,PCNT: %,,,66.33,102.29
 Nigeria,IM_POL3: Percentage of surviving infants who received the third dose of inactivated polio-containing vaccine, Total,2016,53,PCNT: %,,,110.61,168.69
 Nigeria,IM_YFV: Percentage of surviving infants who received yellow fever- containing vaccine (for countries at risk and where the vaccine is in the national schedule), Total,2016,47,PCNT: %,,,104.53,159.42
Zimbabwe,CME_MRM0: Neonatal mortality rate, Total,2016,27.41735281,"D_PER_1000_B: Deaths per 1,000 live births",,,92.75,141.45
Zimbabwe,CME_MRM1T11: Mortality rate age 1-11 months, Total,2016,13.29884173,"D_PER_1000_1M: Deaths per 1,000 children aged 1 month",,,84.64,129.09
Zimbabwe,CME_MRM1T59: Mortality rate 1-59 months, Total,2016,30.92335353,"D_PER_1000_1M: Deaths per 1,000 children aged 1 month",,,80.15,122.24
Zimbabwe,CME_MRY0: Infant mortality rate, Total,2016,40.3515755,"D_PER_1000_B: Deaths per 1,000 live births",,,76.64,116.89
Zimbabwe,CME_MRY0T4: Under-five mortality rate, Total,2016,57.49286984,"D_PER_1000_B: Deaths per 1,000 live births",,,73.08,111.46
Zimbabwe,CME_MRY10T14: Mortality rate age 10-14, Total,2016,7.561791777,"D_PER_1000_10: Deaths per 1,000 children aged 10",,,70.98,108.25
Zimbabwe,CME_MRY10T19: Mortality rate age 10-19, Total,2016,17.52025211,"D_PER_1000_10: Deaths per 1,000 children aged 10",,,68.21,104.02
Zimbabwe,CME_MRY15T19: Mortality rate age 15-19, Total,2016,10.03433791,"D_PER_1000_15: Deaths per 1,000 youths aged 15",,,67.29,102.63
Zimbabwe,CME_MRY15T24: Mortality rate age 15-24, Total,2016,25.7520063,"D_PER_1000_15: Deaths per 1,000 youths aged 15",,,164.71,496.64
Zimbabwe,CME_MRY1T4: Child mortality rate (aged 1-4 years), Total,2016,17.86205646,"D_PER_1000_1: Deaths per 1,000 children aged 1",,,151.21,455.92
Zimbabwe,CME_MRY20T24: Mortality rate age 20-24, Total,2016,15.87698341,"D_PER_1000_20: Deaths per 1,000 children aged 20",,,132.72,400.18
Zimbabwe,CME_MRY5T14: Mortality rate (children aged 5 to 14 years), Total,2016,13.04056262,"D_PER_1000_5: Deaths per 1,000 children aged 5",,,114.56,345.43
Zimbabwe,CME_MRY5T24: Mortality rate age 5-24, Total,2016,38.45674827,"D_PER_1000_5: Deaths per 1,000 children aged 5",,,88.84,267.88
Zimbabwe,CME_MRY5T9: Mortality rate age 5-9, Total,2016,5.520515835,"D_PER_1000_5: Deaths per 1,000 children aged 5",,,71,214.09
Zimbabwe,CME_PND: Neonatal deaths as a percentage of under-five deaths, Total,2016,0.477049596,PCNT: %,,,60.11,181.24
Zimbabwe,CME_SB: Stillbirths, Total,2016,8055,STILLBIRTHS: Number of stillbirths,,,54.96,165.7
Zimbabwe,CME_SBR: Stillbirth rate, Total,2016,16.49122865,"SB_PER_1000_B: Stillbirths per 1,000 total births",,,46.3,139.6
Zimbabwe,CME_TMM0: Neonatal deaths, Total,2016,13168,D: Number of deaths,,,40.87,123.24
Zimbabwe,CME_TMM1T11: Deaths age 1-11 months, Total,2016,6106,D: Number of deaths,,,166.17,501.62
Zimbabwe,CME_TMM1T59: Deaths age 1-59 months, Total,2016,14435,D: Number of deaths,,,152.54,460.48
Zimbabwe,CME_TMY0: Infant deaths, Total,2016,19274,D: Number of deaths,,,134,404.51
Zimbabwe,CME_TMY0T4: Under-five deaths, Total,2016,27603,D: Number of deaths,,,115.57,348.87
Zimbabwe,CME_TMY10T14: Deaths aged 10 to 14, Total,2016,2793,D: Number of deaths,,,89.56,270.37
Zimbabwe,CME_TMY10T19: Deaths aged 10 to 19, Total,2016,6110,D: Number of deaths,,,71.56,216.03
Zimbabwe,CME_TMY15T19: Deaths aged 15 to 19, Total,2016,3317,D: Number of deaths,,,60.57,182.86
Zimbabwe,CME_TMY15T24: Deaths aged 15 to 24, Total,2016,7428,D: Number of deaths,,,55.38,167.18
Zimbabwe,CME_TMY1T4: Child deaths (aged 1-4 years), Total,2016,8329,D: Number of deaths,,,46.65,140.82
Zimbabwe,CME_TMY20T24: Deaths aged 20 to 24, Total,2016,4111,D: Number of deaths,,,41.19,124.36
Zimbabwe,CME_TMY5T14: Deaths (children aged 5-14), Total,2016,5029,D: Number of deaths,,,165.44,499.14
Zimbabwe,CME_TMY5T24: Deaths aged 5 to 24, Total,2016,12457,D: Number of deaths,,,151.87,458.2
Zimbabwe,CME_TMY5T9: Deaths aged 5 to 9, Total,2016,2236,D: Number of deaths,,,133.36,402.35
Zimbabwe,HVA_ADOL_ART_RECEIVE: Reported number of adolescents receiving ART, Total,2016,51000,NUMBER: Number,,,115.07,347.15
Zimbabwe,HVA_ADOL_ART_RECEIVE_LIVING_HIV: Per cent of adolescents living with HIV receiving ART, Total,2016,56.8,PCNT: %,,,89.2,269.13
Zimbabwe,HVA_EPI_DTH_ANN_0-19: Estimated number of annual AIDS-related deaths (children aged 0-19 years), Total,2016,6500,NUMBER: Number,,,71.28,215.06
Zimbabwe,HVA_EPI_DTH_ANN_15-24: Estimated number of annual AIDS-related deaths (adolescents and young people aged 15-24 years), Total,2016,2900,NUMBER: Number,,,60.34,182.05
Zimbabwe,"HVA_EPI_DTH_RT: Estimated rate of annual AIDS-related deaths (per 100,000 population)", Total,2016,85.05,"RATE_100000: Rate per 100,000 of Population",,,55.17,166.44
Zimbabwe,"HVA_EPI_DTH_RT_0-14: Estimated rate of annual AIDS-related deaths (per 100,000 population, children aged 0-14 years)", Total,2016,88.62,"RATE_100000: Rate per 100,000 of Population",,,46.47,140.21
Zimbabwe,"HVA_EPI_DTH_RT_10-19: Estimated rate of annual AIDS-related deaths (per 100,000 population, adolescents aged 10-19 years)", Total,2016,87.6,"RATE_100000: Rate per 100,000 of Population",,,41.03,123.8
Zimbabwe,HVA_EPI_INF_ANN_0-19: Estimated number of new HIV infections (children aged 0-19 years), Total,2016,13000,NUMBER: Number,,,97.68,175.3
Zimbabwe,HVA_EPI_INF_ANN_15-24: Estimated number of new HIV infections (adolescents and young people aged 15-24 years), Total,2016,14000,NUMBER: Number,,,92.98,166.87
Zimbabwe,"HVA_EPI_INF_RT: Estimated incidence rate (new HIV infection per 1,000 uninfected population)", Total,2016,3.73,"RATE_1000: Rate per 1,000 of Population",,,84.68,151.98
Zimbabwe,"HVA_EPI_INF_RT_0-14: Estimated incidence rate (new HIV infection per 1,000 uninfected population, children aged 0-14 years)", Total,2016,3.1,"RATE_1000: Rate per 1,000 of Population",,,78.44,140.77
Zimbabwe,HVA_EPI_LHIV_0-19: Estimated number of children (aged 0-19 years) living with HIV, Total,2016,180000,NUMBER: Number,,,73.5,131.91
Zimbabwe,HVA_EPI_LHIV_15-24: Estimated number of adolescents and young people (aged 15-24 years) living with HIV, Total,2016,160000,NUMBER: Number,,,68.96,123.76
Zimbabwe,HVA_PED_ART_CVG: Per cent of children (aged 0-14 years) living with HIV and receiving antiretroviral therapy (ART), Total,2016,53,PCNT: %,,,67.69,121.47
Zimbabwe,HVA_PED_ART_NUM: Reported number of children (aged 0-14 years) receiving antiretroviral treatment (ART), Total,2016,64600,NUMBER: Number,,,67.34,120.86
Zimbabwe,HVA_PED_EID_CVG: Per cent of infants born to pregnant women living with HIV who received a virological test for HIV within 2 months of birth, Total,2016,65.4,PCNT: %,,,61.98,111.23
Zimbabwe,HVA_PED_EID_NUM: Reported number of infants born to pregnant women living with HIV who received a virological test for HIV within 2 months of birth, Total,2016,45000,NUMBER: Number,,,54.56,97.91
